gebouw_id,Huisnummer,HuisnummerExtra,POSTCODE,Object,Oppervlakte,gebruiksdoel1,gebruiksdoel2,gebruiksdoel3
1559,193,,0000CW,,,,,
1595,193,,0000CW,,,,,
1571,193,,0000CW,,,,,
1560,193,,0000CW,,,,,
1630,193,,0000CW,,,,,
1631,193,,0000CW,,,,,
1632,193,,0000CW,,,,,
1633,193,,0000CW,,,,,
1634,193,,0000CW,,,,,
1567,193,,0000CW,,,,,
1654,114,,0000CW,,,,,
1561,193,,0000CW,,,,,
1562,193,,0000CW,,,,,
1563,193,,0000CW,,,,,
1615,193,,0000CW,,,,,
1564,193,,0000CW,,,,,
1545,193,,0000CW,,,,,
1600,193,,0000CW,,,,,
1616,193,,0000CW,,,,,
1617,193,,0000CW,,,,,
1565,193,,0000CW,,,,,
1618,193,,0000CW,,,,,
1619,193,,0000CW,,,,,
1620,193,,0000CW,,,,,
1621,193,,0000CW,,,,,
1566,193,,0000CW,,,,,
1547,193,,0000CW,,,,,
1605,193,,0000CW,,,,,
1629,193,,0000CW,,,,,
1596,193,,0000CW,,,,,
1655,193,,0000CW,,,,,
2038,1,,2622AZ,,,,,
2749,66,,2981BE,,,,,
1979,83,,5932BV,,,,,
2026,8,,4702ZM,,,,,
2021,27,,4822VZ,,,,,
2751,275,,4383BC,,,,,
2044,111,,5236VB,,,,,
2752,3,,2631MZ,,,,,
2031,3,,7742BB,,,,,
2750,145,,3764TE,,,,,
2035,14,,6533RN,,,,,
2034,20,,7557VZ,,,,,
2020,18,,8101AC,,,,,
3117,4,,1781XD,,,,,
2037,1,H,5701GX,,,,,
2022,4,,2982CK,,,,,
2036,43,,7908NL,,,,,
2753,4,,3223XS,,,,,
2025,117,A,1503KC,,,,,
2042,322,,4624JL,,,,,
2043,15,,4254AT,,,,,
2033,17,,5961BA,,,,,
2013,18,,5402PG,,,,,
1977,28,,5061EB,,,,,
2084,68,,7442JH,,,,,
2028,12,,7101CL,,,,,
2027,1,,7827DV,,,,,
2045,14,,6871DD,,,,,
2014,1,,1625VA,,,,,
2019,308,A,7323PR,,,,,
2040,2,,7331LM,,,,,
1980,16,,7545XG,,,,,
2030,21,,5361PL,,,,,
2012,110,A,4335PL,,,,,
2046,98,,5803DN,,,,,
1978,1,A,5345MT,,,,,
2015,11,,5461AC,,,,,
2032,17,,7772XW,,,,,
2011,4,,7417XJ,,,,,
2041,73,,7004AN,,,,,
2024,12,,8331PC,,,,,
2016,12,14,3201CV,,,,,
2023,109,,8071AD,,,,,
2029,131,,2652KJ,,,,,
2010,14,A,7555TR,,,,,
2018,7,,5751HK,,,,,
2039,4,,7331LM,,,,,
2754,3,A,5802AM,,,,,
861,10,,3264AL,,,,,
889,10,,3264AL,,,,,
589,11,a,1671GG,,,,,
590,11,a,1671GG,,,,,
591,11,a,1671GG,,,,,
592,11,a,1671GG,,,,,
342,3,,7316AJ,,,,,
343,3,,7316AJ,,,,,
344,3,,7316AJ,,,,,
2774,50,,7418AX,,,,,
260,,,3584BB,,,,,
259,,,3584BB,,,,,
258,,,3584BB,,,,,
393,101,,3584BB,,,,,
744,8,,7545PN,,,,,
743,8,,7545PN,,,,,
742,8,,7545PN,,,,,
741,8,,7545PN,,,,,
327,,,3584BB,,,,,
328,,,3584BB,,,,,
329,,,3584BB,,,,,
261,101,,3584BB,,,,,
262,,,3584BB,,,,,
263,,,3584BB,,,,,
2340,101,,3584BB,,,,,
3126,1,,4462cm,,,,,
4173,101,,3584BB,,,,,
2372,38,,1024TW,,,,,
4086,2,,7700NN,,,,,
4188,2,,6604 BZ,,,,,
353,101,,3584BB,,,,,
1222,39,,1024TW,,,,,
3990,1,,4003BX,,,,,
2369,132,,9999YY,,,,,
4192,22,,3811NN,,,,,
4085,55,,7712 HL,,,,,
4083,1,,0000AA,,,,,
4087,66,,7756BB,,,,,
2374,sdfaf,,sdfsdfd,,,,,
2425,1,,1111aa,,,,,
8,52,B,3815KL,,,,,
2370,101,,3584BB,,,,,
2371,123,,1024TW,,,,,
1091,101,,3584BB,,,,,
2110,2,,aaa33,,,,,
2368,2,,1111tj,,,,,
4084,66,,3871 HL,,,,,
4150,15,8,1000AA,,,,,
4130,24,,1000AA,,,,,
4158,23,,1000AA,,,,,
4138,32,,1000AA,,,,,
4166,31,,1000AA,,,,,
4146,11,tst,1000AA,,,,,
4122,16,,1000AA,,,,,
4125,19,,1000AA,,,,,
4153,18,,1000AA,,,,,
4133,27,,1000AA,,,,,
4161,26,,1000AA,,,,,
4141,35,,1000AA,,,,,
4117,11,,1000AA,,,,,
4169,34,,1000AA,,,,,
4128,22,,1000AA,,,,,
4156,21,,1000AA,,,,,
4136,30,,1000AA,,,,,
4164,29,,1000AA,,,,,
4120,14,,1000AA,,,,,
4172,37,,1000AA,,,,,
4148,13,,1000AA,,,,,
4151,16,,1000AA,,,,,
4131,25,,1000AA,,,,,
4159,24,,1000AA,,,,,
4139,33,,1000AA,,,,,
4167,32,,1000AA,,,,,
4147,12,a,1000AA,,,,,
4123,17,,1000AA,,,,,
4126,20,,1000AA,,,,,
4154,19,,1000AA,,,,,
4134,28,,1000AA,,,,,
4162,27,,1000AA,,,,,
4142,36,,1000AA,,,,,
4118,12,,1000AA,,,,,
4170,35,,1000AA,,,,,
4129,23,,1000AA,,,,,
4157,22,,1000AA,,,,,
4137,31,,1000AA,,,,,
4165,30,,1000AA,,,,,
4145,10,,1000AA,,,,,
4121,15,,1000AA,,,,,
4149,14,c,1000AA,,,,,
4152,17,,1000AA,,,,,
4132,26,,1000AA,,,,,
4160,25,,1000AA,,,,,
4140,34,,1000AA,,,,,
4116,10,,1000AA,,,,,
4168,33,,1000AA,,,,,
4124,18,,1000AA,,,,,
4127,21,,1000AA,,,,,
4155,20,,1000AA,,,,,
4135,29,,1000AA,,,,,
4163,28,,1000AA,,,,,
4143,37,,1000AA,,,,,
4119,13,,1000AA,,,,,
4171,36,,1000AA,,,,,
1640,10,,6716RP,,,,,
4144,8,,3083NZ,,,,,
10,,,1234AB,,,,,
415,101,,3584BB,,,,,
3998,5,,1625NT,,,,,
3995,25,,2082EK,,,,,
3996,56,,2011GS,,,,,
3997,43,,1961JB,,,,,
3988,2,,4204BT,,,,,
2461,2,,3707NH,,,,,
3102,17,,2563BP,,,,,
1300,101,,3584BB,,,,,
1860,2,,1077WW,,,,,
105,,,,,,,,
2085,0,,3511MH,,,,,
2732,13,,3813WR,,,,,
812,11,,3721MA,,,,,
1001,204,,9741GH,,,,,
2311,12,,1114AJ,,,,,
2310,5,,2289CC,,,,,
139,,,,,,,,
140,,,,,,,,
141,,,,,,,,
138,,,,,,,,
931,4,,6921RL,,,,,
924,4,,6921RL,,,,,
921,4,,6921RL,,,,,
928,4,,6921RL,,,,,
925,4,,6921RL,,,,,
929,4,,6921RL,,,,,
930,4,,6921RL,,,,,
926,4,,6921RL,,,,,
2713,1105,,1081HV,,,,,
923,4,,6921RL,,,,,
2714,1105,,1081HV,,,,,
2715,1105,,1081HV,,,,,
922,4,,6921RL,,,,,
1105,0,,0,,,,,
4114,101,,3584 BB,,,,,
1523,5,,1076CV,,,,,
1019,109,,5018BP,,,,,
740,127,,1551RC,,,,,
881,131,,1562GS,,,,,
745,368,,1566BR,,,,,
756,4,,2711AH,,,,,
1507,1,,2491AL,,,,,
1511,1,,2491AL,,,,,
1508,1,,2491AL,,,,,
1509,1,,2491AL,,,,,
1510,1,,2491AL,,,,,
1604,1,,1001ab,,,,,
454,9,,3542AS,,,,,
1202,1,,3511AX,,,,,
746,49,,1509KP,,,,,
2458,4,,4043LH,,,,,
2158,10,,3583TM,,,,,
749,1,,1502VP,,,,,
753,2,,1525PA,,,,,
1307,9,,1012AB,,,,,
751,63,a,1561HB,,,,,
748,185,a,1562AJ,,,,,
811,19,,2811EA,,,,,
916,5,,3523CD,,,,,
918,5,,3523CD,,,,,
917,5,,3523CD,,,,,
919,5,,3523CD,,,,,
920,5,,3523CD,,,,,
106,,,,,,,,
31,52,b,3815KL,,,,,
29,,,3815KL,,,,,
30,0,,3815KL,,,,,
998,29,,9724DA,,,,,
2373,4,,1018WZ,,,,,
421,1,,1017WS,,,,,
419,1,,1017ZN,,,,,
420,334,,2242AB,,,,,
948,79,,3087BM,,,,,
1021,10,,9727KD,,,,,
984,10,,9727KD,,,,,
986,10,,9727KD,,,,,
985,10,,9727KD,,,,,
987,10,,9727KD,,,,,
1020,10,,9727KD,,,,,
739,2,,2711AH,,,,,
1308,25,,3068AV,,,,,
109,,,,,,,,
389,5,,8013PD,,,,,
1465,762,,3014DA,,,,,
333,,,,,,,,
1528,29,,2033AP,,,,,
1529,29,,2033AP,,,,,
332,,,,,,,,
3118,1,,1021 EG,,,,,
1009,1,,9712JZ,,,,,
1073,288,,9741EW,,,,,
1015,9,,9733EB,,,,,
1025,17,,9742TJ,,,,,
1041,66,,9732EH,,,,,
1027,1,,9721VM,,,,,
1011,16,,9743HW,,,,,
1013,16,,9711JJ,,,,,
1012,16,,9713PP,,,,,
1014,5,,9743CA,,,,,
4189,22,,1111aa,,,,,
198,,,2545CH,,,,,
196,,,2545CH,,,,,
197,,,2545CH,,,,,
3124,101,,3584BB,,,,,
995,120,,9713GW,,,,,
1927,124,,9713GW,,,,,
1474,50,,1071TC,,,,,
108,,,,,,,,
1585,193,,3439LM,,,,,
1119,24,,6717LM,,,,,
944,8,,3584CT,,,,,
978,8,,3584CT,,,,,
979,8,,3584CT,,,,,
980,8,,3584CT,,,,,
981,8,,3584CT,,,,,
131,,,6811CG,,,,,
2472,101,,3584BB,,,,,
107,,,,,,,,
2426,102,,1102CT,,,,,
459,13,a,3512BL,,,,,
1473,101,,3584BB,,,,,
3123,101,,3584BB,,,,,
993,3,,9727KC,,,,,
982,3,,9741JD,,,,,
1225,2,,2352BA,,,,,
738,3,,5121HS,,,,,
1301,1,,3133KX,,,,,
1302,7,,3181LR,,,,,
2326,2,,3029AK,,,,,
3079,5,,1018JA,,,,,
250,7,e,3985LK,,,,,
3083,38,,2731 EZ,,,,,
3095,11,,2405 CC,,,,,
3082,22,,2403 PH,,,,,
3088,252,,2402 MZ,,,,,
3099,204-206,,2401VP,,,,,
3084,54,,2408 JV,,,,,
3096,10,,2771 DG,,,,,
3097,2,,2396 XD,,,,,
3098,5,,2391 AX,,,,,
3085,59,,2408 NV,,,,,
3093,1,,2421 NK,,,,,
3087,47,,2481 BA,,,,,
3091,5,,2405 CS,,,,,
3081,1,,2403 PK,,,,,
3089,6,,2403 HN,,,,,
3092,11,,2401GH,,,,,
3094,92,,2402GS,,,,,
3100,4,,2408ST,,,,,
3086,59,,2408NV,,,,,
3090,1,,2394 GJ,,,,,
3101,8,,2408 ST,,,,,
758,32,,2312RA,,,,,
1007,98,,9741AC,,,,,
1931,1,,3819BD,,,,,
1930,2,,3819BD,,,,,
1934,1,,4702VV,,,,,
1935,1,,4702VX,,,,,
1932,20,,3013AJ,,,,,
1933,20,,3013AJ,,,,,
200,17,,7251BC,,,,,
204,2,,7006DG,,,,,
201,87,,6996AG,,,,,
206,21,,7006SM,,,,,
207,95,,6983CG,,,,,
208,56,,6999AR,,,,,
202,25,,7003DJ,,,,,
203,42,b,6982CW,,,,,
205,1,,7021AT,,,,,
997,27,,9724DA,,,,,
1203,1,,3511AX,,,,,
95,,,5223BA,,,,,
3989,9,,3318AZ,,,,,
1057,101,,3584BB,,,,,
736,2,,6711MR,,,,,
2324,1,,5216TV,,,,,
761,11,,3721MA,,,,,
813,11,,3721MA,,,,,
814,11,,3721MA,,,,,
762,11,,3721MA,,,,,
763,11,,3721MA,,,,,
764,11,,3721MA,,,,,
765,11,,3721MA,,,,,
766,11,,3721MA,,,,,
767,11,,3721MA,,,,,
768,11,,3721MA,,,,,
769,11,,3721MA,,,,,
770,11,,3721MA,,,,,
771,11,,3721MA,,,,,
772,11,,3721MA,,,,,
773,11,,3721MA,,,,,
774,11,,3721MA,,,,,
775,11,,3721MA,,,,,
776,11,,3721MA,,,,,
777,11,,3721MA,,,,,
778,11,,3721MA,,,,,
779,11,,3721MA,,,,,
780,11,,3721MA,,,,,
781,11,,3721MA,,,,,
782,11,,3721MA,,,,,
783,11,,3721MA,,,,,
784,11,,3721MA,,,,,
785,11,,3721MA,,,,,
786,11,,3721MA,,,,,
787,11,,3721MA,,,,,
788,11,,3721MA,,,,,
789,11,,3721MA,,,,,
790,11,,3721MA,,,,,
791,11,,3721MA,,,,,
792,11,,3721MA,,,,,
879,11,,3721MA,,,,,
880,11,,3721MA,,,,,
793,11,,3721MA,,,,,
845,11,,3721MA,,,,,
794,11,,3721MA,,,,,
795,11,,3721MA,,,,,
796,11,,3721MA,,,,,
846,11,,3721MA,,,,,
797,11,,3721MA,,,,,
798,11,,3721MA,,,,,
799,11,,3721MA,,,,,
800,11,,3721MA,,,,,
801,11,,3721MA,,,,,
840,11,,3721MA,,,,,
838,11,,3721MA,,,,,
837,11,,3721MA,,,,,
839,11,,3721MA,,,,,
802,11,,3721MA,,,,,
842,11,,3721MA,,,,,
843,11,,3721MA,,,,,
841,11,,3721MA,,,,,
844,11,,3721MA,,,,,
803,11,,3721MA,,,,,
804,11,,3721MA,,,,,
805,11,,3721MA,,,,,
806,11,,3721MA,,,,,
807,11,,3721MA,,,,,
808,11,,3721MA,,,,,
809,11,,3721MA,,,,,
810,11,,3721MA,,,,,
1861,101,,3584BB,,,,,
2327,41,,2803PD,,,,,
1658,29,,6525EN,,,,,
147,,,,,,,,
1224,1,,3521AG,,,,,
347,22,,1071ZC,,,,,
346,42,,1071ZD,,,,,
348,10,,1071CZ,,,,,
737,265,,3921AH,,,,,
1863,17,,3862HW,,,,,
680,185,C,5022DD,,,,,
1008,176,,9745CN,,,,,
999,51-71,,9711BP,,,,,
1000,96-98,,9711HL,,,,,
3076,28,,1077WM,,,,,
1077,1,,9742EG,,,,,
4190,15,,1111AA,,,,,
39,,,1031HW,,,,,
33,,,1031HW,,,,,
34,,,1031HW,,,,,
35,,,1031HW,,,,,
36,,,1031HW,,,,,
37,,,1031HW,,,,,
32,,,1031HW,,,,,
38,,,1031HW,,,,,
72,,,,,,,,
14,,,2288GS,,,,,
15,,,2288GS,,,,,
16,,,2288GS,,,,,
17,,,2288GS,,,,,
18,,,2288GS,,,,,
13,,,2288GS,,,,,
20,,,2288GS,,,,,
19,,,2288GS,,,,,
11,,,2288GS,,,,,
21,,,2288GS,,,,,
22,,,2288GS,,,,,
23,,,2288GS,,,,,
26,,,2288GS,,,,,
24,,,2288GS,,,,,
12,1,,2288GS,,,,,
25,,,2288GS,,,,,
442,1,,2288GS,,,,,
1926,18,,3196KH,,,,,
2202,70,,3012CM,,,,,
41,,,9405TA,,,,,
42,,,9405TA,,,,,
43,,,9405TA,,,,,
44,,,9405TA,,,,,
45,,,9405TA,,,,,
46,,,1786PT,,,,,
47,,,1786PT,,,,,
48,,,1786PT,,,,,
49,,,1786PT,,,,,
50,,,7825AL,,,,,
51,,,7825AL,,,,,
52,,,7825AL,,,,,
53,,,7825AL,,,,,
54,,,9611TD,,,,,
55,,,9611TD,,,,,
56,,,9611TE,,,,,
57,,,9636BA,,,,,
58,,,9288CD,,,,,
59,,,7761PK,,,,,
60,,,7761PK,,,,,
61,,,7761PE,,,,,
1947,1,,1015XL,,,,,
992,9,,9727KC,,,,,
1022,1,,9721BX,,,,,
1058,25,,9735AK,,,,,
1053,253,,9741EZ,,,,,
1023,160,,9728KX,,,,,
1024,323,,9733CX,,,,,
1010,101,,9728JR,,,,,
1026,89,A,9741GB,,,,,
1016,13-29,,9727KG,,,,,
1055,47,,9723BP,,,,,
1003,45,,9723BP,,,,,
983,1,,9712HN,,,,,
996,86,,9711VX,,,,,
3111,2,B,2291PD,,,,,
1121,28,,2982CM,,,,,
435,37,,1014BA,,,,,
1204,1,,3511AX,,,,,
4115,101,,3584 BB,,,,,
441,310,B,6812AR,,,,,
927,4,,6921RL,,,,,
1039,1,a,1234TK,,,,,
2759,1,,1234FL,,,,,
932,3,,2672TA,,,,,
1847,457,,3013AL,,,,,
443,48,,1096AN,,,,,
444,48,,1096AN,,,,,
445,48,,1096AN,,,,,
446,48,,1096AN,,,,,
447,48,,1096AN,,,,,
449,48,,1096AN,,,,,
450,48,,1096AN,,,,,
688,49,,7547ST,,,,,
2316,100,,3584CX,,,,,
2315,100,,3584CX,,,,,
1653,455,,3013AL,,,,,
988,22,,9746BJ,,,,,
933,7,,2671VW,,,,,
1005,20,,9481TJ,,,,,
1006,20,,9481TJ,,,,,
1175,101,,3528BJ,,,,,
2772,,,,,,,,
847,1105,,1081HV,,,,,
2745,1105,,1081HV,,,,,
849,1105,,1081HV,,,,,
848,1105,,1081HV,,,,,
2746,1105,,1081HV,,,,,
897,1105,,1081HV,,,,,
2742,1105,,1081HV,,,,,
850,1105,,1081HV,,,,,
2747,1105,,1081HV,,,,,
851,1105,,1081HV,,,,,
2719,1105,,1081HV,,,,,
860,1105,,1081HV,,,,,
852,1105,,1081HV,,,,,
2720,1105,,1081HV,,,,,
853,1105,,1081HV,,,,,
2721,1105,,1081HV,,,,,
856,1105,,1081HV,,,,,
2723,1105,,1081HV,,,,,
857,1105,,1081HV,,,,,
2724,1105,,1081HV,,,,,
884,1105,,1081HV,,,,,
885,1105,,1081HV,,,,,
886,1105,,1081HV,,,,,
2725,1105,,1081HV,,,,,
887,1105,,1081HV,,,,,
2726,1105,,1081HV,,,,,
888,1105,,1081HV,,,,,
2727,1105,,1081HV,,,,,
891,1105,,1081HV,,,,,
2728,1105,,1081HV,,,,,
892,1105,,1081HV,,,,,
2729,1105,,1081HV,,,,,
893,1105,,1081HV,,,,,
2734,1105,,1081HV,,,,,
894,1105,,1081HV,,,,,
2735,1105,,1081HV,,,,,
3075,1087,,1081HV,,,,,
895,1105,,1081HV,,,,,
896,1105,,1081HV,,,,,
898,1105,,1081HV,,,,,
2741,1105,,1081HV,,,,,
903,1105,,1081HV,,,,,
904,1105,,1081HV,,,,,
2736,1105,,1081HV,,,,,
900,1105,,1081HV,,,,,
2737,1105,,1081HV,,,,,
902,1105,,1081HV,,,,,
2738,1105,,1081HV,,,,,
899,1105,,1081HV,,,,,
2739,1105,,1081HV,,,,,
901,1105,,1081HV,,,,,
2740,1105,,1081HV,,,,,
1471,1105,,1081HV,,,,,
2717,1105,,1081HV,,,,,
1216,1,,4001JR,,,,,
4187,81-89,,1017RZ,,,,,
1004,14,,9711RS,,,,,
1044,3,,9744DZ,,,,,
1002,15,,9721GV,,,,,
2338,345,,1824,,,,,
2339,486,,1824HX,,,,,
2334,1-107,,1824,,,,,
2335,201,,1824,,,,,
2336,321,,1824,,,,,
2337,341,,1824,,,,,
1227,82,,3011XZ,,,,,
1056,1,,1111AA,,,,,
883,37,,6131AL,,,,,
4193,23,,3818HA,,,,,
3078,5,,1018JA,,,,,
1517,200,,3584BJ,,,,,
1518,300,,3584BJ,,,,,
1519,400,,3584BJ,,,,,
1520,500,,3584BJ,,,,,
2770,3,,6991EN,,,,,
1937,16,D,1813KN,,,,,
1938,73,,6827AV,,,,,
1939,80,,2596CZ,,,,,
1940,12,,5613AM,,,,,
1941,17,,9727KN,,,,,
1942,2,,8913HV,,,,,
1943,32,,2671SB,,,,,
1944,258,,3011XZ,,,,,
1945,1,,3584BL,,,,,
1874,150,,1083HP,,,,,
1946,56,,8031DX,,,,,
1850,2,,6534AE,,,,,
1851,2,,6534AE,,,,,
1852,2,,6534AE,,,,,
1853,2,,6534AE,,,,,
1854,2,,6534AE,,,,,
1855,2,,6534AE,,,,,
1862,2,,6534AE,,,,,
1856,2,,6534AE,,,,,
1857,2,,6534AE,,,,,
1858,2,,6534AE,,,,,
1859,2,,6534AE,,,,,
1928,46,,5656AE,,,,,
1929,60,,5656AE,,,,,
610,4,,1704S,,,,,
611,4,,1704S,,,,,
612,4,,1704S,,,,,
613,4,,1704S,,,,,
689,9,,6433JZ,,,,,
690,9,,6433JZ,,,,,
691,9,,6433JZ,,,,,
692,9,,6433JZ,,,,,
1970,112,,3342LG,,,,,
1976,49,,2771KR,,,,,
2054,38,,5237KL,,,,,
2052,1,A,2441DP,,,,,
2053,50,,3261GH,,,,,
2050,7,,3421HN,,,,,
2055,11,,5711XE,,,,,
2051,15,,5161VW,,,,,
2152,112,,3342LG,,,,,
685,14,,6866DZ,,,,,
625,1,,1315HR,,,,,
1304,1,,1315HR,,,,,
1590,150,,1102CW,,,,,
1589,9,,1059CA,,,,,
1591,1,,1064SW,,,,,
1592,2,,1097HK,,,,,
1594,26-30,,1043BJ,,,,,
1593,50,,1083CL,,,,,
1439,8,,6049HA,,,,,
1453,1,,6045BS,,,,,
1454,50,,6045EX,,,,,
1448,31,A,6041TA,,,,,
1461,1,,6041EX,,,,,
1462,1,,6041EX,,,,,
1460,2,,6043AS,,,,,
1652,31,,6041EM,,,,,
1223,102,,6041CB,,,,,
1651,8,,6042KV,,,,,
1201,4,,6043SG,,,,,
1200,2,A,6042JV,,,,,
1199,172,,6041TH,,,,,
1197,9,,6042KA,,,,,
1457,31,,6041TA,,,,,
1438,12,,6041HD,,,,,
1437,12,,6041HD,,,,,
1456,10,,6041JA,,,,,
1196,40,,6071TV,,,,,
1195,36,,6043JH,,,,,
1194,6,A,6049AK,,,,,
1205,182,,6045GB,,,,,
1450,12,,6041EE,,,,,
1452,31,,6041EM,,,,,
1198,7,,6041TG,,,,,
1310,9,,6042KA,,,,,
1192,1,,6042KA,,,,,
1193,9,,6042KA,,,,,
942,255,,1016BJ,,,,,
2070,275,,2545CH,,,,,
1666,275,,2545AA,,,,,
1644,275,,2545AA,,,,,
1577,275,,2545AA,,,,,
1579,275,,2545AA,,,,,
1582,275,,2545AA,,,,,
1578,275,,2545AA,,,,,
1576,275,,2545AA,,,,,
1575,275,,2545AA,,,,,
1574,275,,2545AA,,,,,
1498,275,,2545AA,,,,,
1524,275,,2545AA,,,,,
1543,275,,2545AA,,,,,
1499,275,,2545AA,,,,,
1497,275,,2545AA,,,,,
1496,275,,2545AA,,,,,
1495,275,,2545AA,,,,,
1503,275,,2545AA,,,,,
1525,275,,2545AA,,,,,
1581,275,,2545AA,,,,,
1504,275,,2545AA,,,,,
1502,275,,2545AA,,,,,
1501,275,,2545AA,,,,,
1500,275,,2545AA,,,,,
1512,275,,2545AA,,,,,
1487,275,,2545AA,,,,,
1506,275,,2545AA,,,,,
1505,275,,2545AA,,,,,
1488,275,,2545AA,,,,,
1489,275,,2545AA,,,,,
1486,275,,2545AA,,,,,
1479,275,,2545AA,,,,,
1480,275,,2545AA,,,,,
1481,275,,2545AA,,,,,
1482,275,,2545AA,,,,,
1173,275,,2545AA,,,,,
1485,275,,2545AA,,,,,
1467,275,,2545AA,,,,,
1171,275,,2545AA,,,,,
1483,275,,2545AA,,,,,
1484,275,,2545AA,,,,,
1172,275,,2545AA,,,,,
1477,275,,2545AA,,,,,
1478,275,,2545AA,,,,,
1535,275,,2545AA,,,,,
1536,275,,2545AA,,,,,
1537,275,,2545AA,,,,,
1639,275,,2545AA,,,,,
1534,275,,2545AA,,,,,
1538,275,,2545AA,,,,,
1583,275,,2545AA,,,,,
1533,275,,2545AA,,,,,
1608,275,,2545AA,,,,,
1609,275,,2545AA,,,,,
1610,275,,2545AA,,,,,
1646,275,,2545AA,,,,,
1606,275,,2545AA,,,,,
1612,275,,2545AA,,,,,
1607,275,,2545AA,,,,,
1611,275,,2545AA,,,,,
1642,275,,2545AA,,,,,
1647,275,,2545AA,,,,,
1602,275,,2545AA,,,,,
1603,275,,2545AA,,,,,
1641,275,,2545AA,,,,,
1601,275,,2545AA,,,,,
1532,275,,2545AA,,,,,
1531,275,,2545AA,,,,,
1530,275,,2545AA,,,,,
1637,275,,2545AA,,,,,
1636,275,,2545AA,,,,,
1638,275,,2545AA,,,,,
1635,275,,2545AA,,,,,
1643,275,,2545AA,,,,,
1626,275,,2545AA,,,,,
1627,275,,2545AA,,,,,
1628,275,,2545AA,,,,,
1625,275,,2545AA,,,,,
1544,275,,2545AA,,,,,
1624,275,,2545AA,,,,,
1649,275,,2545AA,,,,,
1648,275,,2545AA,,,,,
1586,275,,2545AA,,,,,
1580,275,,2545AA,,,,,
1315,275,,2545CH,,,,,
1317,275,,2545CH,,,,,
1318,275,,2545CH,,,,,
189,275,,2545CH,,,,,
209,275,,2545CH,,,,,
229,275,,2545CH,,,,,
225,275,,2545CH,,,,,
432,275,,2545CH,,,,,
388,275,,2545CH,,,,,
221,275,,2545CH,,,,,
241,275,,2545CH,,,,,
366,275,,2545CH,,,,,
335,275,,2545CH,,,,,
217,275,,2545CH,,,,,
364,275,,2545CH,,,,,
394,275,,2545CH,,,,,
334,275,,2545CH,,,,,
426,275,,2545CH,,,,,
425,275,,2545CH,,,,,
424,275,,2545CH,,,,,
379,275,,2545CH,,,,,
237,275,,2545CH,,,,,
68,275,,2545CH,,,,,
233,275,,2545CH,,,,,
274,275,,2545CH,,,,,
1306,275,,2545AA,,,,,
684,275,,2545CH,,,,,
192,275,,2545CH,,,,,
440,275,,2545CH,,,,,
369,275,,2545CH,,,,,
423,275,,2545CH,,,,,
291,275,,2545CH,,,,,
946,275,,2545AA,,,,,
273,275,,2545CH,,,,,
412,275,,2545CH,,,,,
267,275,,2545CH,,,,,
349,275,,2545CH,,,,,
452,275,,2545CH,,,,,
755,275,,2545CH,,,,,
414,275,,2545CH,,,,,
429,275,,2545CH,,,,,
322,275,,2545CH,,,,,
356,275,,2545CH,,,,,
378,275,,2545CH,,,,,
750,275,,2545CH,,,,,
1188,275,,2545AA,,,,,
448,275,,2545CH,,,,,
427,275,,2545CH,,,,,
365,275,,2545CH,,,,,
272,275,,2545CH,,,,,
363,275,,2545CH,,,,,
362,275,,2545CH,,,,,
422,275,,2545CH,,,,,
213,275,,2545CH,,,,,
759,275,,2545CH,,,,,
453,275,,2545CH,,,,,
271,275,,2545CH,,,,,
451,275,,2545CH,,,,,
433,275,,2545CH,,,,,
747,275,,2545CH,,,,,
275,275,,2545CH,,,,,
361,275,,2545CH,,,,,
428,275,,2545CH,,,,,
667,275,,2545CH,,,,,
434,275,,2545CH,,,,,
247,275,,2545CH,,,,,
134,275,,2545CH,,,,,
132,275,,2545CH,,,,,
133,275,,2545CH,,,,,
299,275,,2545CH,,,,,
298,275,,2545CH,,,,,
297,275,,2545CH,,,,,
403,275,,2545CH,,,,,
314,275,,2545CH,,,,,
292,275,,2545CH,,,,,
63,275,,2545CH,,,,,
276,275,,2545CH,,,,,
318,275,,2545CH,,,,,
300,275,,2545CH,,,,,
296,275,,2545CH,,,,,
855,275,,2545CH,,,,,
211,275,,2545CH,,,,,
212,275,,2545CH,,,,,
210,275,,2545CH,,,,,
73,275,,2545CH,,,,,
172,275,,2545CH,,,,,
154,275,,2545CH,,,,,
193,275,,2545CH,,,,,
169,275,,2545CH,,,,,
152,275,,2545CH,,,,,
175,275,,2545CH,,,,,
157,275,,2545CH,,,,,
188,275,,2545CH,,,,,
178,275,,2545CH,,,,,
160,275,,2545CH,,,,,
181,275,,2545CH,,,,,
163,275,,2545CH,,,,,
167,275,,2545CH,,,,,
166,275,,2545CH,,,,,
150,275,,2545CH,,,,,
136,,,,,,,,
135,,,,,,,,
4088,8,,3083NZ,,,,,
686,15,,4131NR,,,,,
2761,.,,,,,,,
2322,14,,6721BE,,,,,
2766,.,,,,,,,
2321,11,,5751JH,,,,,
1972,90,,3311TX,,,,,
2058,80-84,P,6651SH,,,,,
2762,.,,,,,,,
2323,90,,4876NT,,,,,
2064,42,,4461BW,,,,,
2768,.,,,,,,,
2769,.,,,,,,,
2765,.,,,,,,,
2763,.,,,,,,,
2066,15,,5331VA,,,,,
2060,26,,3832LL,,,,,
2065,12,,6861BR,,,,,
2063,5,,9301KB,,,,,
2059,1,,4847AJ,,,,,
